occupation,race,employee_new,year
Office and administrative support occupations,Black or African American,288000,2018
"Farming, fishing, and forestry occupations",Black or African American,0,2018
Construction and extraction occupations,Black or African American,8000,2018
"Installation, maintenance, and repair occupations",Black or African American,20000,2018
Production occupations,Black or African American,7000,2018
Transportation and material moving occupations,Black or African American,23000,2018
"Management, business, and financial operations occupations",Black or African American,319000,2018
Professional and related occupations,Black or African American,395000,2018
Protective service occupations,Black or African American,210000,2018
"Service occupations, except protective",Black or African American,352000,2018
Sales and related occupations,Black or African American,60000,2018
Office and administrative support occupations,Black or African American,319000,2018
"Farming, fishing, and forestry occupations",Black or African American,2000,2018
Construction and extraction occupations,Black or African American,19000,2018
"Installation, maintenance, and repair occupations",Black or African American,31000,2018
Production occupations,Black or African American,37000,2018
Transportation and material moving occupations,Black or African American,133000,2018
"Management, business, and financial operations occupations",Black or African American,440000,2018
Professional and related occupations,Black or African American,2396000,2018
Protective service occupations,Black or African American,41000,2018
"Service occupations, except protective",Black or African American,1783000,2018
Sales and related occupations,Black or African American,13000,2018
Office and administrative support occupations,Black or African American,478000,2018
"Farming, fishing, and forestry occupations",Black or African American,0,2018
Construction and extraction occupations,Black or African American,9000,2018
"Installation, maintenance, and repair occupations",Black or African American,37000,2018
Production occupations,Black or African American,30000,2018
Transportation and material moving occupations,Black or African American,79000,2018
"Management, business, and financial operations occupations",Black or African American,207000,2018
Professional and related occupations,Black or African American,99000,2018
Protective service occupations,Black or African American,29000,2018
"Service occupations, except protective",Black or African American,1169000,2018
Sales and related occupations,Black or African American,201000,2018
Office and administrative support occupations,Black or African American,102000,2018
"Farming, fishing, and forestry occupations",Black or African American,0,2018
Construction and extraction occupations,Black or African American,2000,2018
"Installation, maintenance, and repair occupations",Black or African American,14000,2018
Production occupations,Black or African American,30000,2018
Transportation and material moving occupations,Black or African American,54000,2018
